"id","idLegislacao","nome","nomeArquivo","created_at","updated_at","descricao","remoto"
"165","169","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2037-DE-09-DE-NOVEMBRO-DE-2022-ABERTURA-CREDITO-ADICIONAL0001.pdf","17/11/2022 15:11:05","17/11/2022 15:11:14","DISPÕE SOBRE ABERTURA DE CRÉDITO ADICIONAL SUPLEMENTAR NO ORÇAMENTO VIGENTE E DÁ OUTRAS PROVIDÊNCIAS.","0"
"166","170","DISPÕE SOBRE A ESTRUTURA ADM DA PREFEITURA MUNIC DE FRONTEIRA, REVOGA A LEI COMPL. 07 DE 19 DE DEZEMBRO DE 2017 E A LEGISLAÇÃO POSTERIOR QUE A ALTEROU, E DÁ OUTRAS PROVIDÊNCIAS.","LEI-COMPLEMENTAR-007-DE-09-DE-NOVEMBRO-DE-2022-ESTRUTURA-ADMINISTRATIVA0001.pdf","17/11/2022 15:15:49","17/11/2022 15:15:59","DISPÕE SOBRE A ESTRUTURA ADM DA PREFEITURA MUNIC DE FRONTEIRA, REVOGA A LEI COMPL. 07 DE 19 DE DEZEMBRO DE 2017 E A LEGISLAÇÃO POSTERIOR QUE A ALTEROU, E DÁ OUTRAS PROVIDÊNCIAS.","0"
"167","171","AUTORIZA PODER EXECUTIVO MUNICIPAL PROMOVER PORCESSO DE TRANSFERENCIA DE IMOVEIS NA FORMA QUE MENCIONA E DÁ OUTRAS PROVIDÊNCIAS.","LEI-2036-DE-09-DE-NOVEMBRO-DE-2022-AUTORIZA-PODER-EXECUTIVO-MUNICIPAL-PROMOVER-PORCESSO-DE-TRANSFERENCIA-DE-IMOVEIS-NA-FORMA-QUE-MENCIONA-E-DA-OUTRAS-PROVIDENCIAS0001.pdf","17/11/2022 15:22:22","17/11/2022 15:22:29","AUTORIZA PODER EXECUTIVO MUNICIPAL PROMOVER PORCESSO DE TRANSFERENCIA DE IMOVEIS NA FORMA QUE MENCIONA E DÁ OUTRAS PROVIDÊNCIAS.","0"
"168","172","DISPÕE SOBRE HORÁRIO FUNCIONAMENTO PREFEITURA MUNICIPAL FRONTEIRA EM DIAS JOGOS DO BRASIL COPA DO MUNDO FIFA 2022 E DÁ OUTRAS PROVIDÊNCIAS.","PORTARIA-7100-DE-17-DE-NOVEMBRO-DE-2022-DISPOE-SOBRE-HORARIO-FUNCIONAMENTO-PREFEITURA-EM-DIAS-JOGOS-DO-BRASIL-COPA-FIFA-20220001.pdf","18/11/2022 16:41:36","18/11/2022 16:41:46","DISPÕE SOBRE HORÁRIO FUNCIONAMENTO PREFEITURA MUNICIPAL FRONTEIRA EM DIAS JOGOS DO BRASIL COPA DO MUNDO FIFA 2022 E DÁ OUTRAS PROVIDÊNCIAS.","0"
"169","173","PARECER DO VICE-PRESIDENTE DA CTARF (PRESIDENTE EM EXERCÍCIO)","Parecer.pdf","23/11/2022 14:41:54","23/11/2022 14:42:11","PARECER DO VICE-PRESIDENTE DA CTARF (PRESIDENTE EM EXERCÍCIO)","0"
"170","174","RESOLUÇÃO CMAS","Resolucao-CMAS-009-20220001.pdf","1/12/2022 16:22:00","1/12/2022 16:22:27","RESOLUÇÃO CMAS","0"
"171","175","ESTABELECE HORÁRIO ESPECIAL DE TENDIMENTO AO PÚBLICO E FUNCIONAMENTO DAS SECRETÁRIAS E ÓRGÃOS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.","DECRETO-6637-HORARIOS-ESPECIAIS-DE-ATENDIMENTO-AO-PUBLICO0001.pdf","7/12/2022 10:33:00","7/12/2022 10:33:09","ESTABELECE HORÁRIO ESPECIAL DE TENDIMENTO AO PÚBLICO E FUNCIONAMENTO DAS SECRETÁRIAS E ÓRGÃOS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.","0"
"172","176","TRANSFERÊNCIA DE IMÓVEIS NA FORMA QUE MENCIONA","LEI-2011-DE-10-DE-AGOSTO-DE-2022-PROCESSO-TRANSFERENCIA-DE-IMOVEIS0001.pdf","13/12/2022 14:19:35","13/12/2022 14:19:46","TRANSFERÊNCIA DE IMÓVEIS NA FORMA QUE MENCIONA","0"
"173","177","APROVA CALENDÁRIO OFICIAL DE FERIADO E PONTOS FACULTATIVOS PARA O EXERCÍCIO DE 2023 NO MUNICIPIO DE FRONTEIRA .","DECRETO-6653-APROVA-CALENDARIO-OFICIL-DE-FERIADOS-E-PONTOS-FACULTATIVOS-20230001.pdf","13/12/2022 15:49:50","13/12/2022 15:50:01","APROVA CALENDÁRIO OFICIAL DE FERIADO E PONTOS FACULTATIVOS PARA O EXERCÍCIO DE 2023 NO MUNICIPIO DE FRONTEIRA .","0"
"174","178","ALTERA DATA REALIZAÇÃO AVALIAÇÃO MÉRITO E DESEMPENHO NA CONFORMIDADE DO DECRETO 6.563 DE 12 DE SETEMBRO DE 2022.","DECRETO-6638-ALTERA-DATA-PARA-AVALIACAO-DE-MERITO-DESEMPENHO-CONFORMIDADE-DECRETO-65630001.pdf","13/12/2022 15:51:42","13/12/2022 15:51:50","ALTERA DATA REALIZAÇÃO AVALIAÇÃO MÉRITO E DESEMPENHO NA CONFORMIDADE DO DECRETO 6.563 DE 12 DE SETEMBRO DE 2022.","0"
"176","180","LUTO OFICIAL FALECIMENTO Sr. VALDIR FERENANDES DOS SANTOS - PAI VEREADOR OSMAR NERES DOS SANTOS - OSMAR BAIANINHO.","DECRETO-6657-LUTO-VALDIR-FERNANDESDOS-SANTOS-PAI-OSMAR-BAIANINHO0001.pdf","16/12/2022 14:11:06","16/12/2022 14:11:17","LUTO OFICIAL FALECIMENTO Sr. VALDIR FERENANDES DOS SANTOS - PAI VEREADOR OSMAR NERES DOS SANTOS - OSMAR BAIANINHO.","0"
"177","181","CRIA COORDENADORIA MUNICIPAL DE PROTEÇÃO E DEFESA CIVIL (COMPDEC)","LEI-COMPLEMENTAR-008-DE-20-DE-DEZEMBRO-DE-2022-CRIA-COORDENADORIA-MUNICIPAL-DE-PROTECAO-E-DEFESA-CIVIL-COMPDEC0001.pdf","20/12/2022 16:59:39","20/12/2022 16:59:49","CRIA COORDENADORIA MUNICIPAL DE PROTEÇÃO E DEFESA CIVIL (COMPDEC)","0"
"178","182","ADEQUAÇÃO RELATIVA AO CARGO COORDENADOR OBRAS","LEI-COMPLEMENTAR-009-DE-20-DE-DEZEMBRO-DE-2022-ADEQUACAO-CARGO-COORDENADOR-DE-OBRAS-0001.pdf","20/12/2022 17:05:36","20/12/2022 17:05:51","ADEQUAÇÃO RELATIVA AO CARGO COORDENADOR OBRAS","0"
"179","183","INSTITUI PROGRAMA DE RECUPERAÇÃO FISCAL (REFIS)","LEI-COMPLEMENTAR-010-DE-20-DE-DEZEMBRO-DE-2022-INSTITUI-PROGRAM-ADE-RECUPERACAO-FISCAL-REFIS0001.pdf","20/12/2022 17:07:11","20/12/2022 17:07:20","INSTITUI PROGRAMA DE RECUPERAÇÃO FISCAL (REFIS)","0"
"180","184","AUTORIZA MUNICIPIO CELEBRAR CONVENIO COM EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS - EMATER - MG.","LEI-2038-DE-20-DE-DEZEMBRO-DE-2022-AUTORIZA-MUNICIPIO-CELEBRAR-CONVENIO-COM-EMATER-MG0001.pdf","20/12/2022 17:09:09","20/12/2022 17:09:17","AUTORIZA MUNICIPIO CELEBRAR CONVENIO COM EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS - EMATER - MG.","0"
"182","190","AUTORIZA A CONCESSÃO DE CUSTEIO E OU SUBVENÇÃO ENTIDADES FILANTRÓPICAS E SINDICATOS .","LEI-2039-DE-20-DE-DEZEMBRO-DE-2022-AUTORIZA-CONCESSAO-DE-CUSTEIO-E-OU-SUBVENCAO-SOCIALK-AS-ENTIDADES-FILANTROPICAS-E-SINDICATOS-0001.pdf","20/12/2022 17:15:07","20/12/2022 17:15:16","AUTORIZA A CONCESSÃO DE CUSTEIO E OU SUBVENÇÃO ENTIDADES FILANTRÓPICAS E SINDICATOS .","0"
"183","191","PAGAMENTO PARCELA EXTRA PROGRAMA VALORIZAÇÃO SERVIDOR","LEI-2040-DE-20-DE-DEZEMBRO-DE-2022-AUTORIZA-PAGAMENTO-PARCELA-EXTRA-SERVIDOR-INSCRITO-PROGRAMA-VALORIZACAO-SERVIDOR0001.pdf","20/12/2022 17:16:13","20/12/2022 17:16:22","PAGAMENTO PARCELA EXTRA PROGRAMA VALORIZAÇÃO SERVIDOR","0"
"184","192","REALOCAÇÃO SALDOS DOTAÇÃO ORÇAMENTÁRIAS EXERCICIO 2023.","LEI-2041-DE-20-DE-DEZEMBRO-DE-2022-REALOCACAO-SALDO-ORCAMENTARIO-EXERCICIO-20230001.pdf","20/12/2022 17:17:45","20/12/2022 17:17:55","REALOCAÇÃO SALDOS DOTAÇÃO ORÇAMENTÁRIAS EXERCICIO 2023.","0"
"185","193","ALTERA ART. 1ºLEI 1961 DE 12 DE AGOSTO DE 2021 - DENOMINA CRECHE DINA ALICE PARA CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DONA ALICE.","LEI-2042-DE-20-DE-DEZEMBRO-DE-2022-ALTERA-ART-1o-LEI-1961-12-AGOSTO-DE-2021-DENOMINACAO-CENTRO-MUNICIPAL-DE-EDUCACAO-INFANTIL-CEMEI-DONA-ALICE0001.pdf","20/12/2022 17:19:15","20/12/2022 17:19:24","ALTERA ART. 1ºLEI 1961 DE 12 DE AGOSTO DE 2021 - DENOMINA CRECHE DINA ALICE PARA CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DONA ALICE.","0"
"186","194","CONVENIO POLICIA MILITAR E POLICIA MILITAR DO MEIO AMBIENTE DO ESTADO DE MINAS GERAIS.","LEI-2043-DE-20-DE-DEZEMBRO-DE-2022-CONVENIO-POLICIA-MILITAR-E-POLICIA-AMEIO-AMBIENTE-DE-MINAS-GERAIS0001.pdf","20/12/2022 17:20:33","20/12/2022 17:20:41","CONVENIO POLICIA MILITAR E POLICIA MILITAR DO MEIO AMBIENTE DO ESTADO DE MINAS GERAIS.","0"
"187","195","DENOMINA PRAÇA COHAB - PRAÇA SAID FERES","LEI-2044-DE-20-DE-DEZEMBRO-DE-2022-DENOMINA-PRACA-SAID-FERES-PRACA-DA-COHAB-CAMARA0001.pdf","20/12/2022 17:21:35","20/12/2022 17:21:44","DENOMINA PRAÇA COHAB - PRAÇA SAID FERES","0"
"188","196","EXTIMA RECEITA E FIXA DESPESA EXERCICIO 2023.","LEI-2045-DE-20-DE-DEZEMBRO-DE-2022-ESTIMA-RECEITA-E-FIXA-DESPESA-MUNICIPIO-PARA-EXERCICIO-20230001.pdf","20/12/2022 17:23:16","20/12/2022 17:23:41","EXTIMA RECEITA E FIXA DESPESA EXERCICIO 2023.","0"
"189","197","NOMEIA SERVIDOR PARA COMPOREM COMISSÃO PERMANENTE DE LICITAÇÃO","DECRETO-6765-NOMEIA-SERVIDORES-PARA-COMPOREM-COMISSAO-PERMANETE-DE-LICITACAO0001.pdf","11/1/2023 10:12:57","11/1/2023 10:13:09","NOMEIA SERVIDOR PARA COMPOREM COMISSÃO PERMANENTE DE LICITAÇÃO","0"
"190","198","NOMEIA SERVIDORES PARA COPOREM A COMISSÃO DE PREGÃO PRESENCIALE ELETRONICO","DECRETO-6766-NOMEIA-SERVIDORES-PARA-COMPOREM-COMISSAO-DE-PREGAO-PRESENCIAL-E-ELETRONICO-DE-QUE-TRATAM-O-DECRETO-5994-20210001.pdf","11/1/2023 10:14:29","11/1/2023 10:14:39","NOMEIA SERVIDORES PARA COPOREM A COMISSÃO DE PREGÃO PRESENCIALE ELETRONICO","0"
"191","199","DETERMINA BAIXA PATROMONIO PÚBLICO DOS BENS MÓVEIS QUE ESPECIFICA.","DECRETO-6784-DETERMINA-BAIXA-PATRIMONIO-PUBLICO-DOS-BENS-QUE-ESPECIFICA0001.pdf","11/1/2023 10:16:06","11/1/2023 10:16:15","DETERMINA BAIXA PATROMONIO PÚBLICO DOS BENS MÓVEIS QUE ESPECIFICA.","0"
"192","200","DESAPROPRIAÇÃO PELA COPASA IMÓVEIS NECESSÁRIOS AOS SISTEMAS ESGOTAMENTO SANITÁRIO EABASTECIMENTODE ÁGUA DO MUNICIPIO DE FRONTEIRAMG.","DECRETO-6787-DECLARA-UTILIDADE-PUBLICA-PARA-FINS-DE-DESAPROPRIACAO-DE-PLENO-DOMINIO-E-CONSTITUICAO-DE-SERVIDAO-COPASA0001.pdf","12/1/2023 16:05:55","12/1/2023 16:06:08","DESAPROPRIAÇÃO PELA COPASA IMÓVEIS NECESSÁRIOS AOS SISTEMAS ESGOTAMENTO SANITÁRIO EABASTECIMENTODE ÁGUA DO MUNICIPIO DE FRONTEIRAMG.","0"
"193","201","TERMO ASSOCIATIVO - MUNICIPIO DE FRONTEIRA - MG E ASSOCIAÇÃO DO CIRCUITO TURÍSTICO ROTA DO TRIÂNGULO","TERMO-ASSOCIATIVO-ROTA-DO-TRIANGULO-2023-4.pdf","18/1/2023 15:20:32","18/1/2023 15:21:30","TERMO ASSOCIATIVO - MUNICIPIO DE FRONTEIRA - MG E ASSOCIAÇÃO DO CIRCUITO TURÍSTICO ROTA DO TRIÂNGULO","0"
"194","202","DECLARA VACÂNCIA DE CARGO PÚBLICO OCUPADO PELO SERVIDOR CARMO ANTONIO REIS EM RAZÃO DA  APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS .","DECRETO-6794-DECLARA-VACANCIA-DE-CARGO-PUBLICO-PELO-SERVIDOR-CARMO-ANTONIO-REIS-EM-RAZAO-DA-APOSENTADORIA0001.pdf","19/1/2023 16:13:35","19/1/2023 16:13:45","DECLARA VACÂNCIA DE CARGO PÚBLICO OCUPADO PELO SERVIDOR CARMO ANTONIO REIS EM RAZÃO DA  APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS .","0"
"195","203","DECLARA VACÂNCIA DE CARGO PÚBLICO OCUPADO PELO SERVIDOR JAIME SOUZA GONÇA~LVES EM RAZÃO DA  APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS .","DECRETO-6795-DECLARA-VACANCIA-DE-CARGO-PUBLICO-PELO-SERVIDOR-JAIME-SOUZA-GONCALVES-EM-RAZAO-DA-APOSENTADORIA0001.pdf","19/1/2023 16:14:43","19/1/2023 16:14:51","DECLARA VACÂNCIA DE CARGO PÚBLICO OCUPADO PELO SERVIDOR JAIME SOUZA GONÇA~LVES EM RAZÃO DA  APOSENTADORIA E DÁ OUTRAS PROVIDÊNCIAS .","0"
"196","204","NOMEIA GESTORA  MUNICIPAL DA EDUCAÇÃO - CARLA PEIXOTO","DECRETO-6734-NOMEIA-GESTOR-MUNICIPAL-DE-EDUCACAO-CARLA-PEIXOTO0001.pdf","23/1/2023 14:35:59","23/1/2023 14:36:08","NOMEIA GESTORA  MUNICIPAL DA EDUCAÇÃO - CARLA PEIXOTO","0"
"197","205","DISPÕE SOBRE APROVAÇÃO DE LOTEAMENTO DENOMINADO QUINTAS REAL E DÁ OUTRAS PROVIDÊNCIAS.","DECRETO-6782-DISPOE-SOBRE-APROVACAO-LOTEAMENTO-DENOMINADO-QUINTA-REAL-E-DA-OUTRAS-PROVIDENCIAS.pdf","30/1/2023 10:34:31","30/1/2023 10:34:54","DISPÕE SOBRE APROVAÇÃO DE LOTEAMENTO DENOMINADO QUINTAS REAL E DÁ OUTRAS PROVIDÊNCIAS.","0"
"198","206","DISPÕE SOBRE NOMEAÇÃO COMISSÃO ESPECIAL AVALIAÇÃO DE VEÍCULOS .","DECRETO-6781-DISPOE-SOBRE-NOMEACAO-DE-COMISSAO-ESPECIAL-AVALIACAO-DE-VEICULOS0001.pdf","30/1/2023 10:36:25","30/1/2023 10:36:33","DISPÕE SOBRE NOMEAÇÃO COMISSÃO ESPECIAL AVALIAÇÃO DE VEÍCULOS .","0"
"200","208","OFICIO 002-2023-INDICAÇÃO DIRIGENTE MUNICIPAL DE EDUCAÇÃO PARA OPERACIONALIZAÇÃP SISCACS","Oficio-002-2023-Indicacao-Dirigente-Municipal-de-Educacao-paraOperacionalizacao-do-SISCACS0001_(940).pdf","31/1/2023 16:12:17","31/1/2023 16:12:31","OFICIO 002-2023-INDICAÇÃO DIRIGENTE MUNICIPAL DE EDUCAÇÃO PARA OPERACIONALIZAÇÃP SISCACS","0"
"201","209","TERMO DE POSSE E EXERCÍCIO - SECRETÁRIA MUNICIPAL DE EDUCAÇÃO -  CARLA PEIXOTO","Termo-de-Posse-e-Exercicio0001.pdf","31/1/2023 16:14:06","31/1/2023 16:14:19","TERMO DE POSSE E EXERCÍCIO - SECRETÁRIA MUNICIPAL DE EDUCAÇÃO -  CARLA PEIXOTO","0"
"202","210","FUNDEB","DECRETO-5988-MARCO-2021-FUNDEB0001.pdf","14/2/2023 08:50:48","14/2/2023 08:51:01","FUNDEB","0"
"203","211","NOMEAÇÃO MEMBROS E SUPLENTES COMPOR CONSELHO MUNICIPAL EDUCAÇÃO.","DECRETO-6687-NOMEIA-MEMBROS-E-SUPLENTES-CONSELHO-MUNIC-EDUCACAO.pdf","14/2/2023 09:33:55","14/2/2023 09:34:06","NOMEAÇÃO MEMBROS E SUPLENTES COMPOR CONSELHO MUNICIPAL EDUCAÇÃO.","0"
"204","212","NOMEAÇÃO MEMBROS E SUPLENTES CONSELHO MUNICIPAL E ACOMPANHAMENTO CONTROLE FUNDO MANUTENÇÃO DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA - CACS FUNDEB","DECRETO-6688-NOMEIA-MEMBROS-E-SUPLENTES-COMPOSICAO-CONSELHO-MUNICACOMPANHAMENTO-E-CONTROLE-SOCIAL-FUNDEB0001.pdf","14/2/2023 09:36:14","14/2/2023 09:36:23","NOMEAÇÃO MEMBROS E SUPLENTES CONSELHO MUNICIPAL E ACOMPANHAMENTO CONTROLE FUNDO MANUTENÇÃO DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA - CACS FUNDEB","0"
"205","213","ALTERA DECRETO 6.653 - APROVA CALENDÁRIO OFICIAL DE FERIADOS E PONTO FACULTATIVO PARA O ANO DE 2023.","DECRETO-6812-ALTERA-DECRETO-6653-COLENDARIO-FERIADOS-E-PONTO-FACULTATIVOS0001.pdf","14/2/2023 16:32:56","14/2/2023 16:33:36","ALTERA DECRETO 6.653 - APROVA CALENDÁRIO OFICIAL DE FERIADOS E PONTO FACULTATIVO PARA O ANO DE 2023.","0"
"206","214","ALTERA DECRETO 6.781 NOMEAÇÃO COMISSÃO ESPECIAL AVALIAÇÃO DE VEÍCULOS","DECRETO-6813-ALTERA-DECRETO-6781-NOMEIA-COMISSAO-ESPECIAL-DE-AVALIACAO-DE-VEICULOS0001.pdf","14/2/2023 16:57:10","14/2/2023 16:57:17","ALTERA DECRETO 6.781 NOMEAÇÃO COMISSÃO ESPECIAL AVALIAÇÃO DE VEÍCULOS","0"
"208","216","DESAPROPRIAÇÃO DE PLENO DOMINIO E CONSTITUIÇÃO DE SERVIDÃO PELA COMPANHIA DE SANEAMENTO BÁSICO DE MINAS GERAIS - COPASA MG - IMÓVEIS NECESSÁRIOS AOSISTEMA DE ESGOTAMENTO SANITÁRIO E ABASTECIMENTO DE Á","DECRETO-6822-DECLARA-DE-UTILIDADE-PUBLICA-COPASA-MG.pdf","23/2/2023 11:08:34","23/2/2023 11:08:53","DESAPROPRIAÇÃO DE PLENO DOMINIO E CONSTITUIÇÃO DE SERVIDÃO PELA COMPANHIA DE SANEAMENTO BÁSICO DE MINAS GERAIS - COPASA MG - IMÓVEIS NECESSÁRIOS AOSISTEMA DE ESGOTAMENTO SANITÁRIO E ABASTECIMENTO DE ÁGUA DO MUNICIPIO.","0"
"209","217","ATA  PARA ELEIÇÃO DE REPRESENTANTES DA EDUCAÇÃO BÁSICA","ATA-PARA-ELEICAO-DE-REPRESENTANTES-DA-EDUCACAO-BASICA.pdf","2/3/2023 16:44:33","2/3/2023 16:44:43","ATA  PARA ELEIÇÃO DE REPRESENTANTES DA EDUCAÇÃO BÁSICA","0"
"210","218","ATA PARA  ELEIÇÃO DE REPRESENTANTES DOS SERVIDORES TÉCNICOS ADMINISTRATIVOS","ATA-PARA-ELEICAO-DE-REPRESENTANTES-DOS-SERVIDORES-TECNICOS-ADMINISTRATIVOS.pdf","2/3/2023 16:45:35","2/3/2023 16:45:49","ATA PARA  ELEIÇÃO DE REPRESENTANTES DOS SERVIDORES TÉCNICOS ADMINISTRATIVOS","0"
"211","219","ATA PARA ELEIÇÃO DE REPRESENTANTES DE DIRETORAS DA EDUCAÇÃO BÁSICA PÚBLICA MUNICIPAL","ATA-PARA-ELEICAO-DE-REPRESENTANTES-DE-DIRETORAS-DA-EDUCACAO-BASICA-PUBLICA-MUNICIPAL.pdf","2/3/2023 16:46:37","2/3/2023 16:46:46","ATA PARA ELEIÇÃO DE REPRESENTANTES DE DIRETORAS DA EDUCAÇÃO BÁSICA PÚBLICA MUNICIPAL","0"
"212","220","ATA PARA ELEIÇÃO DE REPRESENTANTES DOS PAIS DE ALUNOS DA EDUCAÇÃO BÁSICA","ATA-PARA-ELEICAO-DE-REPRESENTANTES-DOS-PAIS-DE-ALUNOS-DA-EDUCACAO-BASICA.pdf","2/3/2023 16:47:39","2/3/2023 16:47:56","ATA PARA ELEIÇÃO DE REPRESENTANTES DOS PAIS DE ALUNOS DA EDUCAÇÃO BÁSICA","0"
"213","221","ATA PARA ELEIÇÃO DE REPRESENTANTES DOS PORFESSORES DE EDUCAÇÃO BÁSICA","ATA-PARA-ELEICAO-DE-REPRESENTANTES-DOS-PORFESSORES-DE-EDUCACAO-BASICA.pdf","2/3/2023 16:48:56","2/3/2023 16:49:06","ATA PARA ELEIÇÃO DE REPRESENTANTES DOS PORFESSORES DE EDUCAÇÃO BÁSICA","0"
"215","223","ATA PARA POSSE E ELEIÇÃO DE PRESIDENTE E VICE PRESIDENTE DO CONSELHO MUNICIPAL DE ACOMPANHAMENTO E CONTROLE SOCIAL","ATA-PARA-POSSE-E-ELEICAO-DE-PRESIDENTE-E-VICE-PRESIDENTE-DO-CONSELHO-MUNICIPAL-DE-ACOMPANHAMENTO-E-CONTROLE-SOCIAL.pdf","2/3/2023 16:51:15","2/3/2023 16:51:28","ATA PARA POSSE E ELEIÇÃO DE PRESIDENTE E VICE PRESIDENTE DO CONSELHO MUNICIPAL DE ACOMPANHAMENTO E CONTROLE SOCIAL","0"
"218","226","OFICIO 062-2022 - INDICAÇÃO REPRESENTANTE CONSELHO MUNICIPAL DE EDUCAÇÃO - 2023-2026","OFICIO-062-2022-INDICACAO-REPRESENTANTE-CONSELHO-MUNICIPAL-DE-EDUCACAO-2023-2026.pdf","2/3/2023 16:54:42","2/3/2023 16:54:52","OFICIO 062-2022 - INDICAÇÃO REPRESENTANTE CONSELHO MUNICIPAL DE EDUCAÇÃO - 2023-2026","0"
"221","229","ATA ELEIÇÃO REPRESENTANTES SOCIEDADE CIVIL E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA DO CACS-FUNDEB","ATA-ELEICAO-REPRESENTANTES-SOCIEDADE-CIVIL-E-DESENVOLVIMENTO-DA-EDUCACAO-BASICA-DO-CACS-FUNDEB.pdf","3/3/2023 16:41:53","3/3/2023 16:42:06","ATA ELEIÇÃO REPRESENTANTES SOCIEDADE CIVIL E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA DO CACS-FUNDEB","0"
"222","230","EM RESPOSTA OFICIO 052-2022- INDICA REPRESENTANTES PARA COMPOREM O CACS-FUNDEB -2023-2026","OFICIO-122-2022-INDICA-REPRESENTANTES-PARA-COMPOREM-O-CACS-FUNDEB0001.pdf","8/3/2023 09:21:23","8/3/2023 09:21:33","EM RESPOSTA OFICIO 052-2022- INDICA REPRESENTANTES PARA COMPOREM O CACS-FUNDEB -2023-2026","0"
"223","231","OFICIO-055-2022-INDICACAO-REPRESENTANTE-CONSELHO-TUTELAR-2023-2026","OFICIO-055-2022-INDICACAO-REPRESENTANTE-CONSELHO-TUTELAR-2023-2026.pdf","9/3/2023 15:00:38","9/3/2023 15:00:55","OFICIO-055-2022-INDICACAO-REPRESENTANTE-CONSELHO-TUTELAR-2023-2026","0"
"224","232","DA DENOMINAÇÃO DE CLEITON FERREIRA À PRAÇA TANCREDO NEVES (CORETO)","LEI-No-2046-DE-15-DE-FEVEREIRO-DE-2023-DA-DENOMINACAO-DE-CLEITON-FERREIRA-A-PRACA-TANCREDO-NEVES-CORETO0001.pdf","10/3/2023 15:34:33","10/3/2023 15:34:43","DA DENOMINAÇÃO DE CLEITON FERREIRA À PRAÇA TANCREDO NEVES (CORETO)","0"
"225","233","ALTERA DECRETO 6.765 - NOMEIA SERVIDORES PARA COMPOREM COMISSÃO PERMANENTE DE LICITAÇÃO.","DECRETO-6863-ALTERA-DECRETO-6765-NOMEIA-SERVIDORES-COMPOREM-COMISSAO-PERMANENTE-DE-LICITACAO0001.pdf","14/3/2023 15:02:14","14/3/2023 15:02:22","ALTERA DECRETO 6.765 - NOMEIA SERVIDORES PARA COMPOREM COMISSÃO PERMANENTE DE LICITAÇÃO.","0"
"226","234","REVOGA PORTARIA 7.078 DESIGNA SERVIDOR NA FUNÇÃO DE TÉCNICO DE ENFERNAGEM","PORTARIA-7101-REVOGA-PORTARIA-7078-DESIGNA-SERVIDOR-FUNCAO-TECNICO-ENFERMAGEM0001.pdf","14/3/2023 16:02:10","14/3/2023 16:02:23","REVOGA PORTARIA 7.078 DESIGNA SERVIDOR NA FUNÇÃO DE TÉCNICO DE ENFERNAGEM","0"
"227","235","DESIGNA DIRETORES CLÍNICOS E RESPONSÁVEIS TÉCNICOS PARA UNIDADES DE SAÚDE DE FRONTEIRA","PORTARIA-7102-DESIGNA-DIRETORES-E-RESPONSAVEIS-TECNICOS-PARA-UMS-DE-FRONTEIRA0001.pdf","14/3/2023 16:03:34","14/3/2023 16:03:44","DESIGNA DIRETORES CLÍNICOS E RESPONSÁVEIS TÉCNICOS PARA UNIDADES DE SAÚDE DE FRONTEIRA","0"
"228","236","DISPÕE SOBRE ORGANIZAÇÃO CONSELHO TUTELAR DO MUNICÍPIO DE FRONTEIRA - MG","LEI-No-2047-DE-15-DE-MARCO-DE-2023-CONSELHO-TUTELAR0001.pdf","16/3/2023 17:00:17","16/3/2023 17:00:30","DISPÕE SOBRE ORGANIZAÇÃO CONSELHO TUTELAR DO MUNICÍPIO DE FRONTEIRA - MG","0"
"229","237","INCLUI INCISO VII NO ART 1º DA LEI MUNICIPAL 2.039  E DÁ OUTRAS PROVIDÊNCIAS","LEI-No-2048-DE-15-DE-MARCO-DE-2023-INCLUI-INCISO-VII-ART-1oDA-LEI-MUNICIPAL-2039-DE-20-DE-DEZEMBRO-DE-2022-0001.pdf","16/3/2023 17:03:50","16/3/2023 17:04:00","INCLUI INCISO VII NO ART 1º DA LEI MUNICIPAL 2.039  E DÁ OUTRAS PROVIDÊNCIAS","0"
"230","238","CRONOGRAMA VENCIMENTO IPTU ANO CALENDÁRIO 2023","DECRETO-6905-CRONOGRAMA-IPTU-ANO-CALENDARIO-20230001.pdf","16/3/2023 17:05:23","16/3/2023 17:05:33","CRONOGRAMA VENCIMENTO IPTU ANO CALENDÁRIO 2023","0"
